timestamp,open,high,low,close
2017-12-21,0.00300000,0.00300000,0.00030000,0.00145488
2017-12-22,0.00144243,0.00150000,0.00110100,0.00124203
2017-12-23,0.00125630,0.00184989,0.00125522,0.00157478
2017-12-24,0.00155867,0.00175000,0.00125001,0.00152692
2017-12-25,0.00152662,0.00176526,0.00140555,0.00148543
2017-12-26,0.00149208,0.00159825,0.00142500,0.00154196
2017-12-27,0.00154197,0.00154704,0.00125855,0.00145368
2017-12-28,0.00145372,0.00146816,0.00128000,0.00136343
2017-12-29,0.00136549,0.00144000,0.00125001,0.00137710
2017-12-30,0.00137589,0.00137823,0.00120000,0.00125500
2017-12-31,0.00125669,0.00138000,0.00120000,0.00133516
2018-01-01,0.00133516,0.00145271,0.00125046,0.00136939
2018-01-02,0.00136507,0.00143000,0.00115888,0.00121711
2018-01-03,0.00121712,0.00157471,0.00118501,0.00154942
2018-01-04,0.00154941,0.00200000,0.00125685,0.00192174
2018-01-05,0.00192174,0.00244020,0.00158282,0.00171390
2018-01-06,0.00171391,0.00230000,0.00170573,0.00190766
2018-01-07,0.00194262,0.00265000,0.00171994,0.00206652
2018-01-08,0.00205305,0.00229893,0.00180796,0.00189894
2018-01-09,0.00189894,0.00207699,0.00173263,0.00188967
2018-01-10,0.00187154,0.00191484,0.00139003,0.00165379
2018-01-11,0.00166569,0.00183999,0.00138427,0.00174853
2018-01-12,0.00174854,0.00184170,0.00149001,0.00153399
2018-01-13,0.00153072,0.00153950,0.00120500,0.00130002
2018-01-14,0.00130002,0.00135999,0.00110000,0.00121600
2018-01-15,0.00121899,0.00126150,0.00100008,0.00105649
2018-01-16,0.00105938,0.00123900,0.00095600,0.00103039
2018-01-17,0.00102745,0.00138147,0.00101641,0.00127022
2018-01-18,0.00127023,0.00140000,0.00120000,0.00134565
2018-01-19,0.00134565,0.00160000,0.00126765,0.00156205
2018-01-20,0.00156183,0.00183100,0.00146000,0.00169910
2018-01-21,0.00169020,0.00180000,0.00138004,0.00151849
2018-01-22,0.00151987,0.00152748,0.00137601,0.00143829
2018-01-23,0.00144351,0.00160000,0.00133570,0.00144576
2018-01-24,0.00144928,0.00204000,0.00140614,0.00170662
2018-01-25,0.00170187,0.00233959,0.00165990,0.00218695
2018-01-26,0.00218135,0.00218713,0.00182000,0.00198631
2018-01-27,0.00197892,0.00205000,0.00166000,0.00176527
2018-01-28,0.00176930,0.00195700,0.00162001,0.00162229
2018-01-29,0.00162158,0.00181049,0.00159000,0.00179000
2018-01-30,0.00179167,0.00190000,0.00160000,0.00163500
2018-01-31,0.00163757,0.00190000,0.00160001,0.00173875
2018-02-01,0.00173875,0.00195821,0.00158000,0.00164597
2018-02-02,0.00164597,0.00179000,0.00157000,0.00172935
2018-02-03,0.00172935,0.00175000,0.00162570,0.00168451
2018-02-04,0.00168451,0.00174982,0.00160000,0.00165050
2018-02-05,0.00165050,0.00165753,0.00150000,0.00152999
2018-02-06,0.00153147,0.00167500,0.00140000,0.00163933
2018-02-07,0.00163598,0.00165000,0.00152501,0.00157048
2018-02-08,0.00155519,0.00157046,0.00155004,0.00156438
2018-02-09,0.00156438,0.00160700,0.00142000,0.00153229
2018-02-10,0.00153600,0.00156014,0.00140100,0.00143200
2018-02-11,0.00143186,0.00149999,0.00138001,0.00138899
2018-02-12,0.00138853,0.00144497,0.00136134,0.00137091
2018-02-13,0.00137156,0.00141357,0.00132000,0.00135355
2018-02-14,0.00135355,0.00148734,0.00133010,0.00142601
2018-02-15,0.00143000,0.00157699,0.00139001,0.00154004
2018-02-16,0.00154973,0.00158000,0.00147001,0.00149073
2018-02-17,0.00149073,0.00160000,0.00146500,0.00152919
2018-02-18,0.00152327,0.00170000,0.00147500,0.00160800
2018-02-19,0.00161925,0.00168569,0.00155000,0.00168200
2018-02-20,0.00168568,0.00174797,0.00156003,0.00162131
2018-02-21,0.00162294,0.00171999,0.00150748,0.00153487
2018-02-22,0.00153561,0.00165830,0.00152421,0.00156216
2018-02-23,0.00156216,0.00159324,0.00145400,0.00155277
2018-02-24,0.00154943,0.00159700,0.00146000,0.00146827
2018-02-25,0.00147390,0.00148896,0.00139101,0.00140001
2018-02-26,0.00140040,0.00141459,0.00130000,0.00137500
2018-02-27,0.00137980,0.00159999,0.00133190,0.00134132
2018-02-28,0.00133537,0.00135678,0.00128113,0.00128814
2018-03-01,0.00129311,0.00135000,0.00123890,0.00133161
2018-03-02,0.00133161,0.00138998,0.00132100,0.00135541
2018-03-03,0.00135541,0.00150000,0.00132302,0.00147649
2018-03-04,0.00146773,0.00155001,0.00137905,0.00138896
2018-03-05,0.00138061,0.00143760,0.00137201,0.00139144
2018-03-06,0.00140054,0.00142900,0.00130501,0.00134362
2018-03-07,0.00134362,0.00137758,0.00117790,0.00119802
2018-03-08,0.00119802,0.00124957,0.00101500,0.00108892
2018-03-09,0.00108897,0.00111111,0.00101510,0.00107114
2018-03-10,0.00107838,0.00110989,0.00103227,0.00107450
2018-03-11,0.00106879,0.00114834,0.00103285,0.00114075
2018-03-12,0.00114174,0.00115930,0.00103300,0.00105000
2018-03-13,0.00105011,0.00107658,0.00100991,0.00104080
2018-03-14,0.00103571,0.00105000,0.00100888,0.00100912
2018-03-15,0.00100918,0.00102159,0.00089332,0.00100268
2018-03-16,0.00100268,0.00112000,0.00100136,0.00107466
2018-03-17,0.00107665,0.00109830,0.00100389,0.00102576
2018-03-18,0.00102514,0.00104307,0.00094433,0.00100195
2018-03-19,0.00100196,0.00111100,0.00096851,0.00108998
2018-03-20,0.00108900,0.00115908,0.00105555,0.00115157
2018-03-21,0.00115032,0.00120000,0.00110392,0.00113650
2018-03-22,0.00113674,0.00126156,0.00112067,0.00121111
2018-03-23,0.00121000,0.00123890,0.00113266,0.00119441
2018-03-24,0.00119874,0.00149000,0.00119516,0.00139095
2018-03-25,0.00138674,0.00141300,0.00132500,0.00136156
2018-03-26,0.00136192,0.00136223,0.00122152,0.00127520
2018-03-27,0.00127678,0.00137753,0.00124001,0.00128862
2018-03-28,0.00128555,0.00149963,0.00128071,0.00139675
2018-03-29,0.00139675,0.00148700,0.00132286,0.00135935
2018-03-30,0.00135934,0.00137100,0.00131407,0.00133759
2018-03-31,0.00133903,0.00135946,0.00130032,0.00133300
2018-04-01,0.00133299,0.00139997,0.00133297,0.00138013
2018-04-02,0.00137537,0.00142894,0.00130966,0.00135672
2018-04-03,0.00135672,0.00141622,0.00134941,0.00138775
2018-04-04,0.00138767,0.00140728,0.00136509,0.00136844
2018-04-05,0.00136845,0.00147976,0.00133093,0.00138742
2018-04-06,0.00138722,0.00148052,0.00138099,0.00144092
2018-04-07,0.00143810,0.00165438,0.00143483,0.00160077
2018-04-08,0.00160078,0.00171000,0.00153880,0.00154496
2018-04-09,0.00154396,0.00157648,0.00146601,0.00148023
2018-04-10,0.00148022,0.00219195,0.00147498,0.00201888
2018-04-11,0.00201894,0.00219440,0.00187555,0.00208482
2018-04-12,0.00208014,0.00302029,0.00205522,0.00211988
2018-04-13,0.00212394,0.00226248,0.00196737,0.00201440
2018-04-14,0.00201316,0.00203000,0.00190500,0.00191500
2018-04-15,0.00191500,0.00198630,0.00187500,0.00188000
2018-04-16,0.00188000,0.00203226,0.00187721,0.00201000
2018-04-17,0.00200928,0.00209785,0.00193002,0.00197638
2018-04-18,0.00197581,0.00204287,0.00191585,0.00203495
2018-04-19,0.00203115,0.00222139,0.00199310,0.00201096
2018-04-20,0.00201109,0.00201313,0.00189755,0.00191885
2018-04-21,0.00191671,0.00193590,0.00172004,0.00178677
2018-04-22,0.00178859,0.00202426,0.00175340,0.00188892
2018-04-23,0.00188670,0.00190563,0.00180157,0.00180812
2018-04-24,0.00180557,0.00180919,0.00172262,0.00172519
2018-04-25,0.00172519,0.00176599,0.00163692,0.00164669
2018-04-26,0.00165495,0.00179099,0.00162419,0.00174508
2018-04-27,0.00174508,0.00180000,0.00172000,0.00178382
2018-04-28,0.00178553,0.00234999,0.00175159,0.00225678
2018-04-29,0.00225490,0.00263000,0.00215939,0.00262423
2018-04-30,0.00262418,0.00311674,0.00262414,0.00281939
2018-05-01,0.00281939,0.00323883,0.00253154,0.00311103
2018-05-02,0.00311103,0.00313794,0.00278980,0.00289174
2018-05-03,0.00289563,0.00289952,0.00228300,0.00237320
2018-05-04,0.00236062,0.00240523,0.00210000,0.00217989
2018-05-05,0.00217374,0.00231970,0.00210000,0.00221611
2018-05-06,0.00221610,0.00221610,0.00199998,0.00215630
2018-05-07,0.00216200,0.00228000,0.00198602,0.00212464
2018-05-08,0.00213060,0.00214418,0.00204555,0.00205141
2018-05-09,0.00204752,0.00222599,0.00192254,0.00211064
