timestamp,open,high,low,close,symbol
2017-12-21,0.21114,20.21114,0.21114,0.79375,
2017-12-22,0.79375,0.87548,0.75,0.81257,
2017-12-23,0.76306,0.96329,0.75551,0.88799,
2017-12-24,0.88692,0.929,0.7,0.76232,
2017-12-25,0.76232,0.9,0.6,0.81905,
2017-12-26,0.87509,0.94069,0.49927,0.6283,
2017-12-27,0.61432,0.6762,0.42547,0.53651,
2017-12-28,0.5332,0.60989,0.49007,0.52,
2017-12-29,0.52009,0.57117,0.48979,0.56033,
2017-12-30,0.56018,0.76121,0.52166,0.66268,
2017-12-31,0.66268,0.67589,0.57237,0.60173,
2018-01-01,0.61912,0.69623,0.58103,0.66268,
2018-01-02,0.63319,1.201,0.62999,1.00535,
2018-01-03,0.98002,1.2009,0.84326,0.88743,
2018-01-04,0.88712,1.06026,0.83529,0.92804,
2018-01-05,0.90702,0.95917,0.45046,0.52836,
2018-01-06,0.52649,0.63724,0.368,0.39393,
2018-01-07,0.39393,0.605,0.39034,0.54,
2018-01-08,0.54,0.60932,0.45287,0.50266,
2018-01-09,0.4854,0.70544,0.45644,0.58614,
2018-01-10,0.60882,0.63173,0.52444,0.52756,
2018-01-11,0.52756,0.55837,0.31933,0.3649,
2018-01-12,0.37251,0.39454,0.31945,0.35426,
2018-01-13,0.35426,0.38572,0.32509,0.36328,
2018-01-14,0.34938,0.42,0.34222,0.3957,
2018-01-15,0.39594,0.41981,0.3163,0.361,
2018-01-16,0.36883,0.55354,0.33778,0.375,
2018-01-17,0.38517,0.44259,0.365,0.37289,
2018-01-18,0.39564,0.41577,0.35002,0.36923,
2018-01-19,0.36923,0.385,0.32862,0.36483,
2018-01-20,0.37031,0.42944,0.34734,0.425,
2018-01-21,0.40643,0.47141,0.38166,0.39063,
2018-01-22,0.39924,0.40676,0.35814,0.38049,
2018-01-23,0.38031,0.385,0.34514,0.355,
2018-01-24,0.35975,0.37351,0.34358,0.36514,
2018-01-25,0.36133,0.37673,0.35264,0.36872,
2018-01-26,0.3679,0.36916,0.34327,0.3495,
2018-01-27,0.35353,0.465,0.34416,0.43756,
2018-01-28,0.43772,0.47421,0.40049,0.40876,
2018-01-29,0.40876,0.41873,0.378,0.40232,
2018-01-30,0.40298,0.41,0.37,0.38284,
2018-01-31,0.38699,0.41149,0.37,0.38825,
2018-02-01,0.38825,0.42886,0.37031,0.39772,
2018-02-02,0.39154,0.39979,0.32134,0.3433,
2018-02-03,0.34326,0.375,0.33889,0.36541,
2018-02-04,0.36597,0.38706,0.3353,0.36208,
2018-02-05,0.36219,0.36907,0.31017,0.34304,
2018-02-06,0.34224,0.3512,0.30009,0.34144,
2018-02-07,0.3308,0.37186,0.31115,0.31677,
2018-02-08,0.32043,0.3221,0.31867,0.3221,
2018-02-09,0.3221,0.32773,0.29585,0.31495,
2018-02-10,0.30969,0.31558,0.29324,0.30227,
2018-02-11,0.3058,0.34038,0.28145,0.32604,
2018-02-12,0.32281,0.34036,0.3071,0.32256,
2018-02-13,0.32333,0.33715,0.29972,0.31406,
2018-02-14,0.31053,0.32078,0.27798,0.28238,
2018-02-15,0.28565,0.29135,0.26511,0.27612,
2018-02-16,0.27908,0.31,0.266,0.3,
2018-02-17,0.29874,0.35909,0.28267,0.33337,
2018-02-18,0.33062,0.372,0.30102,0.31796,
2018-02-19,0.3177,0.36,0.30884,0.34463,
2018-02-20,0.34463,0.37,0.32003,0.33348,
2018-02-21,0.34061,0.36,0.30476,0.31278,
2018-02-22,0.31631,0.35003,0.30815,0.32396,
2018-02-23,0.32396,0.35,0.30778,0.30778,
2018-02-24,0.31054,0.333,0.30779,0.32225,
2018-02-25,0.32221,0.35,0.30876,0.34912,
2018-02-26,0.34452,0.35,0.30001,0.30815,
2018-02-27,0.30815,0.31101,0.27023,0.28549,
2018-02-28,0.28548,0.28548,0.25995,0.26026,
2018-03-01,0.26033,0.30812,0.24565,0.29888,
2018-03-02,0.29282,0.33492,0.28637,0.319,
2018-03-03,0.31625,0.332,0.28655,0.31012,
2018-03-04,0.31012,0.33578,0.3,0.30229,
2018-03-05,0.30618,0.32276,0.30363,0.31691,
2018-03-06,0.3171,0.32155,0.30023,0.31107,
2018-03-07,0.30754,0.32109,0.28,0.29211,
2018-03-08,0.28757,0.34499,0.2835,0.2978,
2018-03-09,0.29673,0.32245,0.292,0.292,
2018-03-10,0.29794,0.31538,0.28611,0.29171,
2018-03-11,0.29481,0.30495,0.29035,0.2976,
2018-03-12,0.29999,0.308,0.28138,0.28792,
2018-03-13,0.29191,0.29852,0.19008,0.23501,
2018-03-14,0.23247,0.26485,0.21693,0.24139,
2018-03-15,0.24031,0.55,0.06666,0.29561,
2018-03-16,0.29561,0.8,0.27001,0.28641,
2018-03-17,0.28516,0.29,0.2001,0.25459,
2018-03-18,0.24944,0.30484,0.22105,0.28001,
2018-03-19,0.27883,0.3292,0.26836,0.30947,
2018-03-20,0.30476,0.52106,0.2836,0.30873,
2018-03-21,0.31231,0.449,0.2617,0.31704,
2018-03-22,0.31055,0.4252,0.2617,0.29911,
2018-03-23,0.29874,0.32,0.2255,0.24084,
2018-03-24,0.24067,0.25589,0.2,0.21711,
2018-03-25,0.21331,0.22546,0.12079,0.21346,
2018-03-26,0.21144,0.23235,0.14302,0.20942,
2018-03-27,0.20848,0.2355,0.1851,0.21046,
2018-03-28,0.21051,0.24377,0.20093,0.24377,
2018-03-29,0.20901,0.20984,0.19571,0.20287,
2018-03-30,0.20429,0.21115,0.19119,0.19389,
2018-03-31,0.19569,0.20352,0.18111,0.18111,
2018-04-01,0.18111,0.18306,0.16938,0.17456,
2018-04-02,0.17385,0.19,0.16256,0.16349,
2018-04-03,0.16632,0.17232,0.15001,0.16655,
2018-04-04,0.16655,0.1723,0.12005,0.16055,
2018-04-05,0.15932,0.16055,0.14901,0.15528,
2018-04-06,0.15337,0.1543,0.14749,0.15075,
2018-04-07,0.1506,0.18,0.1506,0.16069,
2018-04-08,0.16277,0.18384,0.16,0.17678,
2018-04-09,0.17617,0.18228,0.153,0.17514,
2018-04-10,0.17546,0.179,0.1616,0.17674,
2018-04-11,0.17464,0.19768,0.16968,0.19035,
2018-04-12,0.19034,0.22671,0.18552,0.21735,
2018-04-13,0.2162,0.23439,0.18764,0.19523,
2018-04-14,0.19523,0.21709,0.19523,0.20613,
2018-04-15,0.20614,0.23301,0.2,0.22843,
2018-04-16,0.22861,0.28,0.2191,0.24967,
2018-04-17,0.24823,0.26333,0.24016,0.25085,
2018-04-18,0.24849,0.26697,0.24355,0.25175,
2018-04-19,0.25148,0.26617,0.25007,0.2657,
2018-04-20,0.2657,0.27131,0.25417,0.26737,
2018-04-21,0.26735,0.603,0.225,0.28037,
2018-04-22,0.27761,0.36,0.27319,0.30739,
2018-04-23,0.30644,0.31721,0.225,0.28884,
2018-04-24,0.28884,0.29769,0.26002,0.26532,
2018-04-25,0.26539,0.28387,0.245,0.25888,
2018-04-26,0.25899,0.26109,0.2074,0.25496,
2018-04-27,0.25541,0.26337,0.24675,0.24965,
2018-04-28,0.24947,0.2978,0.24173,0.25375,
