timestamp,open,high,low,close,volume,close_time,quote_av,trades,tb_base_av,tb_quote_av,ignore
2017-08-08,0.081171,0.087444,0.078,0.085296,14885.592,1502236799999.0,1225.48669378,12549.0,7767.231,638.81585555,28678.11662089
2017-08-09,0.085331,0.093578,0.080372,0.083159,15503.613,1502323199999.0,1367.06462099,13223.0,7853.827,692.24501656,29912.24292863
2017-08-10,0.083303,0.09092,0.082489,0.084466,16483.655,1502409599999.0,1447.36742932,14600.0,7863.004,690.44771889,32608.72402079
2017-08-11,0.084613,0.087178,0.083167,0.084941,18017.655,1502495999999.0,1536.48833639,19466.0,8574.35,731.14751485,34582.06809818
2017-08-12,0.08495,0.087601,0.08001,0.080163,15210.946,1502582399999.0,1274.94670235,15661.0,7546.025,632.38789867,35841.98655465
2017-08-13,0.080182,0.080459,0.068007,0.073824,20955.915,1502668799999.0,1533.75840576,20875.0,10336.51,755.85995852,40432.13669564
2017-08-14,0.07385,0.079911,0.068535,0.070899,28508.69,1502755199999.0,2068.81079592,29214.0,12371.913,895.36873599,46793.2716527
2017-08-15,0.070899,0.0752,0.066161,0.069395,28889.165,1502841599999.0,2022.91292395,22507.0,12518.131,876.20248789,45076.38797677
2017-08-16,0.069395,0.076669,0.06831,0.069743,22035.269,1502927999999.0,1572.47841719,21235.0,9693.439,691.48619731,46333.43537881
2017-08-17,0.069735,0.072254,0.068077,0.070479,24002.431,1503014399999.0,1686.62915217,21902.0,11539.092,810.8125656,50579.87228839
2017-08-18,0.070479,0.073005,0.069565,0.071433,29861.756,1503100799999.0,2119.4724845,24863.0,13550.898,961.63183257,55329.57432378
2017-08-19,0.071187,0.073741,0.069925,0.070036,19918.665,1503187199999.0,1423.13687305,17925.0,9557.496,683.21015383,58005.17104565
2017-08-20,0.070347,0.073,0.069,0.072198,22530.294,1503273599999.0,1604.55621322,25211.0,10076.751,718.12849409,60299.06615403
2017-08-21,0.072198,0.088658,0.071509,0.08052,48283.416,1503359999999.0,3853.92734961,38628.0,23734.14,1891.11375598,66203.84022245
2017-08-22,0.080688,0.0845,0.07001,0.076825,42660.05,1503446399999.0,3403.45228003,37676.0,20201.663,1614.02561432,66821.52067468
2017-08-23,0.076794,0.079689,0.074164,0.07706,41661.392,1503532799999.0,3190.72741408,39489.0,20838.571,1595.23480397,76587.70953099
2017-08-24,0.07706,0.078649,0.074567,0.075339,44430.692,1503619199999.0,3397.32062849,32387.0,22261.026,1701.70345517,102226.34289434
2017-08-25,0.075302,0.0779,0.074742,0.076587,35690.377,1503705599999.0,2730.55917422,27997.0,18864.971,1443.15919576,106332.85796088
2017-08-26,0.076593,0.078708,0.075269,0.076647,31475.752,1503791999999.0,2413.9001983,21898.0,16968.256,1301.70908479,92462.65806951
2017-08-27,0.076647,0.0826,0.075377,0.080436,36949.127,1503878399999.0,2863.88871942,27862.0,20213.334,1567.03995873,88406.05374074
2017-08-28,0.080649,0.081884,0.078501,0.079632,28745.668,1503964799999.0,2298.99136802,22410.0,15654.071,1252.20986331,82902.92984582
2017-08-29,0.079632,0.084402,0.079037,0.081551,32574.221,1504051199999.0,2646.16066127,27038.0,17225.969,1399.18224611,85024.5447343
2017-08-30,0.081551,0.085085,0.080776,0.0842,30766.059,1504137599999.0,2552.04532987,26521.0,16740.835,1388.52362344,84593.83335425
2017-08-31,0.084032,0.084198,0.081598,0.081967,26520.598,1504223999999.0,2195.58416369,21821.0,13622.224,1127.83984406,82026.24194321
2017-09-01,0.081967,0.084408,0.080015,0.080849,28097.572,1504310399999.0,2304.83350874,28007.0,15142.462,1242.62642507,84919.76768269
2017-09-02,0.080849,0.08274,0.073861,0.076396,32502.566,1504396799999.0,2516.50876939,33563.0,16709.197,1293.33206464,87519.78442451
2017-09-03,0.076396,0.07886,0.07374,0.075938,42102.842,1504483199999.0,3203.02652891,44358.0,22606.977,1721.1331799,88087.12404857
2017-09-04,0.076031,0.076071,0.065,0.07032,50413.571,1504569599999.0,3570.09857989,45840.0,26631.602,1883.86810144,77119.81932553
2017-09-05,0.070276,0.072154,0.065655,0.071788,41673.107,1504655999999.0,2918.42712289,42865.0,23435.549,1641.34168729,82323.90789166
2017-09-06,0.071788,0.073871,0.070954,0.072821,34711.436,1504742399999.0,2515.95803224,35794.0,18612.114,1349.61189515,84763.06977404
2017-09-07,0.072821,0.07299,0.065,0.0716,16057.518,1504828799999.0,1144.17562648,16711.0,7059.143,504.19017142,82526.80962161
2017-09-08,0.0716,0.07251,0.06555,0.070246,22241.963,1504915199999.0,1562.36501504,22229.0,8979.833,633.68242467,79848.59094656
2017-09-09,0.070246,0.071678,0.068033,0.070151,8597.585,1505001599999.0,599.01824029,8863.0,3735.54,260.75655268,74712.70835115
2017-09-10,0.0701,0.0711,0.068181,0.070127,7873.985,1505087999999.0,548.59164025,8966.0,3221.932,224.96899707,72108.07698301
2017-09-11,0.070599,0.071998,0.068755,0.07063,7460.722,1505174399999.0,524.55179229,10344.0,3026.373,213.34400718,70010.65222023
2017-09-12,0.0706,0.072784,0.068,0.0706,14505.753,1505260799999.0,1030.41483522,18056.0,6932.206,494.14967517,70070.60153339
2017-09-13,0.070763,0.071498,0.067356,0.071468,7572.948,1505347199999.0,529.43032284,9717.0,3228.553,226.27556086,67083.5424068
2017-09-14,0.071398,0.071509,0.067101,0.068765,11387.596,1505433599999.0,792.61883382,14244.0,4862.798,339.10360899,67291.11800887
2017-09-15,0.068047,0.071,0.065,0.069512,10770.278,1505519999999.0,742.29486288,14219.0,5117.551,353.61324964,64252.91009631
2017-09-16,0.069519,0.070036,0.066739,0.068315,8247.263,1505606399999.0,567.93957323,9351.0,3773.404,260.14301168,63644.31507206
2017-09-17,0.068372,0.070488,0.067234,0.069848,4193.778,1505692799999.0,288.40907718,5293.0,2183.434,150.38883452,61101.13737514
2017-09-18,0.069848,0.075913,0.069615,0.0731,5846.332,1505779199999.0,427.76936565,8877.0,2665.644,195.20530668,60397.47132269
2017-09-19,0.073045,0.073523,0.0718,0.072525,8900.485,1505865599999.0,644.48417376,12928.0,4668.936,338.30472817,60344.7395528
2017-09-20,0.072454,0.0734,0.0718,0.073345,16794.262,1505951999999.0,1218.21445515,20443.0,8133.191,589.93719961,60239.65020019
2017-09-21,0.073345,0.073799,0.070565,0.07141,24583.899,1506038399999.0,1786.32644351,20774.0,11813.324,858.12250098,60609.52923576
2017-09-22,0.07141,0.072964,0.071,0.072964,24350.635,1506124799999.0,1754.98888389,21630.0,11599.357,835.65823386,63316.93684299
2017-09-23,0.072874,0.075694,0.071964,0.075557,23028.2,1506211199999.0,1693.76539937,21738.0,10956.602,805.17986557,62508.86990743
2017-09-24,0.075556,0.077998,0.075398,0.077123,28776.606,1506297599999.0,2214.74545149,22889.0,14109.838,1085.80294784,62729.13499539
2017-09-25,0.077184,0.0773,0.074527,0.075174,34549.321,1506383999999.0,2626.33423195,23656.0,18240.625,1386.89635098,64184.33111866
2017-09-26,0.075173,0.07595,0.073392,0.074491,35669.831,1506470399999.0,2658.01527455,28488.0,18946.074,1412.10550441,71142.64377362
2017-09-27,0.074492,0.074731,0.071977,0.073445,44263.081,1506556799999.0,3244.84779012,33430.0,23669.172,1735.73878839,74084.8877869
2017-09-28,0.073465,0.0737,0.071509,0.072509,52476.402,1506643199999.0,3807.32971704,46234.0,28181.113,2045.52277031,82349.71463412
2017-09-29,0.072507,0.07259,0.069015,0.07091,40578.601,1506729599999.0,2864.26565857,40812.0,20067.43,1417.59131521,81911.33521906
2017-09-30,0.070878,0.0733,0.069401,0.070062,37140.806,1506815999999.0,2622.79601338,41460.0,17491.197,1236.54940711,88439.42297005
2017-10-01,0.070181,0.071484,0.068109,0.069105,38693.377,1506902399999.0,2694.17980938,41213.0,18853.072,1313.43391925,96631.95210275
2017-10-02,0.069104,0.069299,0.0665,0.068658,40647.555,1506988799999.0,2757.77106947,43929.0,19212.463,1304.60085814,99017.43727554
2017-10-03,0.06829,0.06902,0.066808,0.068016,37219.457,1507075199999.0,2534.36735403,40039.0,17851.871,1216.21148075,92956.98811034
2017-10-04,0.06775,0.070633,0.067477,0.069249,34536.247,1507161599999.0,2386.78784377,39480.0,16859.769,1166.04437927,91864.85861871
2017-10-05,0.069147,0.070223,0.067666,0.068509,27871.849,1507247999999.0,1921.11897596,30952.0,13261.811,914.70615244,93082.83738569
2017-10-06,0.068509,0.071062,0.067976,0.070986,31667.564,1507334399999.0,2180.85885835,35870.0,15354.831,1057.84843024,94556.00390113
2017-10-07,0.070779,0.072239,0.069733,0.070365,28812.37,1507420799999.0,2042.98486052,30914.0,13238.389,939.21389176,95683.00059248
2017-10-08,0.070262,0.07062,0.066554,0.067053,35998.516,1507507199999.0,2477.45900959,38955.0,16535.46,1139.12579324,96050.49409454
2017-10-09,0.066964,0.067457,0.058516,0.06215,46465.45,1507593599999.0,2955.4917142,56350.0,21264.643,1353.95624997,96362.85524303
2017-10-10,0.062316,0.066501,0.059963,0.063038,44208.704,1507679999999.0,2741.74387073,51831.0,21086.994,1308.46934214,99012.020976
2017-10-11,0.063047,0.064117,0.061651,0.063065,30902.734,1507766399999.0,1946.11810028,32973.0,15534.613,978.37021485,100696.50159612
2017-10-12,0.063064,0.0635,0.055748,0.055763,39216.6,1507852799999.0,2330.92951822,36822.0,18577.167,1105.49581427,98285.65411766
2017-10-13,0.055763,0.062496,0.051084,0.060017,58977.006,1507939199999.0,3386.47475753,47101.0,25687.13,1475.15634351,108307.77799359
2017-10-14,0.060019,0.0621,0.057431,0.058679,26992.222,1508025599999.0,1622.88547018,21761.0,12720.888,765.4182714,111142.4834725
2017-10-15,0.058679,0.060999,0.057413,0.059281,28566.596,1508111999999.0,1687.42206852,22613.0,13870.28,820.13002793,111022.00575221
2017-10-16,0.059107,0.062166,0.057721,0.058294,33150.297,1508198399999.0,1991.54422185,29094.0,17154.462,1031.05681138,113985.11169272
2017-10-17,0.058026,0.060348,0.055838,0.056612,24987.9,1508284799999.0,1439.04071608,21985.0,12227.851,705.03856511,121257.7325803
2017-10-18,0.056612,0.057341,0.055398,0.056161,27764.705,1508371199999.0,1565.22208092,24718.0,13244.165,747.43506104,123470.94593511
2017-10-19,0.056299,0.056527,0.0532,0.053886,26329.594,1508457599999.0,1438.77918081,24259.0,13517.845,739.96057246,124127.45839721
2017-10-20,0.053886,0.054499,0.049547,0.050511,33404.445,1508543999999.0,1757.4730448,28392.0,15655.182,824.96590135,123882.13026971
2017-10-21,0.050503,0.051225,0.04705,0.049954,29712.017,1508630399999.0,1453.50711148,22300.0,14414.564,704.77948875,123127.52882388
2017-10-22,0.049954,0.0516,0.048904,0.048973,24111.205,1508716799999.0,1207.39385901,21104.0,11951.538,598.99207104,121760.76341013
2017-10-23,0.049336,0.049375,0.047177,0.047839,33580.724,1508803199999.0,1624.06189099,24487.0,16737.005,810.13468362,125082.04163325
2017-10-24,0.047852,0.056,0.047184,0.053709,43723.845,1508889599999.0,2335.69406199,35218.0,21051.543,1124.2643769,126854.43540945
2017-10-25,0.053712,0.054154,0.051572,0.051794,26376.618,1508975999999.0,1404.04563572,19740.0,11500.897,613.13258203,125542.11511266
2017-10-26,0.051794,0.052395,0.049509,0.050089,23839.182,1509062399999.0,1212.37656977,20799.0,10509.381,534.10794137,125015.67905729
2017-10-27,0.050311,0.051849,0.0495,0.051319,24822.76,1509148799999.0,1259.20799934,20815.0,11892.432,604.07281683,124973.01333668
2017-10-28,0.051322,0.051859,0.050451,0.051154,22713.123,1509235199999.0,1161.88843763,19470.0,12000.522,614.13420818,125258.48079811
2017-10-29,0.051199,0.053965,0.048448,0.04965,32926.867,1509321599999.0,1692.49072668,27499.0,14937.078,769.00463573,125571.89318978
2017-10-30,0.049364,0.0512,0.049364,0.049899,28009.721,1509407999999.0,1403.62453565,24322.0,13464.297,675.54366611,131298.78341356
2017-10-31,0.049977,0.050576,0.04681,0.047001,31924.015,1509494399999.0,1563.89735416,30246.0,14975.882,734.64161265,132027.26666399
2017-11-01,0.047001,0.04769,0.042296,0.042766,44203.963,1509580799999.0,2028.27949209,40271.0,21587.325,990.58819784,136742.86382963
2017-11-02,0.042797,0.043177,0.037589,0.040287,60117.457,1509667199999.0,2457.05843823,49606.0,28997.504,1186.1969459,141653.48167664
2017-11-03,0.040488,0.043951,0.039401,0.042666,48031.894,1509753599999.0,1959.36265397,40705.0,22659.397,925.17261378,147417.10443676
2017-11-04,0.042661,0.043084,0.039755,0.040575,34727.418,1509839999999.0,1438.70965152,33201.0,14820.594,614.46356359,149491.74328532
2017-11-05,0.040535,0.040981,0.038815,0.040147,34433.008,1509926399999.0,1373.39796019,30630.0,14839.514,592.37912464,163794.63009765
2017-11-06,0.04014,0.0435,0.039856,0.042641,44094.715,1510012799999.0,1819.81961251,35402.0,21225.421,876.5912788,157485.37350833
2017-11-07,0.042643,0.042926,0.0405,0.041049,41768.583,1510099199999.0,1740.8603085,37882.0,20266.042,845.13956879,163370.12620204
2017-11-08,0.041133,0.046194,0.0385,0.041421,74381.695,1510185599999.0,3089.33245632,55893.0,33009.038,1371.39533512,170293.23529459
2017-11-09,0.0416,0.046249,0.04129,0.044871,60221.858,1510271999999.0,2651.70357017,45602.0,28007.278,1234.11320351,182606.27147864
2017-11-10,0.044966,0.046692,0.043207,0.045549,63603.579,1510358399999.0,2846.69713019,37677.0,26960.705,1207.42478583,184373.23549784
2017-11-11,0.045179,0.05148,0.044088,0.049649,66270.633,1510444799999.0,3125.21060067,44089.0,30692.194,1447.68323732,189047.13995797
2017-11-12,0.049579,0.054,0.0452,0.052038,198379.991,1510531199999.0,9971.3059979,159519.0,96816.11,4873.09992681,194784.51476628
2017-11-13,0.052094,0.054661,0.046378,0.048417,83870.87,1510617599999.0,4174.80184901,46921.0,40329.325,2007.29504515,193411.39559092
2017-11-14,0.048329,0.052499,0.04727,0.051095,84058.246,1510703999999.0,4169.40607711,51914.0,40181.813,1990.41297922,210416.64859479
2017-11-15,0.05099,0.051063,0.045,0.045535,63916.465,1510790399999.0,3047.04944197,40407.0,27855.467,1327.90567608,210061.7275302
2017-11-16,0.045535,0.0465,0.041001,0.042006,85567.967,1510876799999.0,3771.53634378,47098.0,37671.845,1662.13683502,208793.34295029
2017-11-17,0.042002,0.043738,0.040914,0.042902,80997.404,1510963199999.0,3425.14594844,43910.0,36283.836,1536.09131277,204195.19355885
2017-11-18,0.043149,0.044999,0.0426,0.044625,79642.103,1511049599999.0,3456.70894221,40917.0,35684.9,1550.09910367,209185.67909234
2017-11-19,0.044672,0.048836,0.042818,0.043969,94360.631,1511135999999.0,4301.99118411,47540.0,43707.782,1990.85914789,223647.70668788
2017-11-20,0.043969,0.04561,0.043673,0.044715,101306.078,1511222399999.0,4508.66744891,56593.0,50613.398,2253.57963145,227357.06576793
2017-11-21,0.044709,0.046394,0.044,0.044673,99497.472,1511308799999.0,4458.59936277,57055.0,44714.124,2005.0350804,236531.49066778
2017-11-22,0.044673,0.046767,0.0441,0.046352,120872.047,1511395199999.0,5410.60347758,74964.0,58518.927,2621.25172994,252955.66138206
2017-11-23,0.046317,0.052357,0.04575,0.05075,154931.309,1511481599999.0,7548.51849349,93406.0,73822.965,3599.87157706,268877.25536221
2017-11-24,0.050841,0.058501,0.047851,0.05765,143892.124,1511567999999.0,7580.70169051,105033.0,66470.795,3501.85737887,261817.15191048
2017-11-25,0.05765,0.059401,0.05275,0.05275,105104.051,1511654399999.0,5838.5404282,99420.0,48228.944,2679.22652621,263724.7069273
2017-11-26,0.052802,0.052905,0.0478,0.050704,106260.859,1511740799999.0,5382.8281764,98778.0,51437.461,2604.23900176,264872.45071353
2017-11-27,0.050697,0.0512,0.048409,0.048897,103023.746,1511827199999.0,5106.62221425,132736.0,47519.195,2355.81118306,260705.71717783
2017-11-28,0.048896,0.049478,0.046144,0.047036,106882.329,1511913599999.0,5107.63534604,96044.0,48680.848,2325.99948087,258884.6755916
2017-11-29,0.04699,0.047887,0.042939,0.043414,178814.926,1511999999999.0,8077.88434759,130789.0,84381.542,3812.61700879,259504.35194055
2017-11-30,0.043375,0.0446,0.0425,0.043651,128643.983,1512086399999.0,5602.60073339,101225.0,66401.702,2892.08548122,270225.69708239
2017-12-01,0.043684,0.044329,0.042275,0.042397,83006.121,1512172799999.0,3596.96984104,76803.0,40633.859,1761.03625471,269562.18933427
2017-12-02,0.042397,0.0427,0.0416,0.041978,89215.306,1512259199999.0,3758.35169188,92378.0,43722.568,1842.25918823,264122.66674083
2017-12-03,0.041937,0.042371,0.040418,0.041141,88525.846,1512345599999.0,3662.13413428,82078.0,42123.848,1743.3484846,270057.36612993
2017-12-04,0.041155,0.041312,0.040071,0.040181,98930.818,1512431999999.0,4016.47696198,95553.0,47442.925,1926.88348071,278606.01147278
2017-12-05,0.040182,0.040367,0.038308,0.038757,144245.021,1512518399999.0,5674.75665019,140350.0,71997.752,2832.13087024,307810.37312273
2017-12-06,0.038717,0.038859,0.029406,0.030396,197234.693,1512604799999.0,6828.88106465,165713.0,100140.586,3469.86389275,324290.08086243
2017-12-07,0.030396,0.032059,0.024251,0.024565,189629.165,1512691199999.0,5327.3327155,182840.0,95415.121,2679.62449423,310293.1155935
2017-12-08,0.024562,0.032,0.023121,0.027855,182157.588,1512777599999.0,5041.75047725,221640.0,91865.46,2525.90681808,317685.38202946
2017-12-09,0.027863,0.0349,0.027254,0.031311,172054.661,1512863999999.0,5399.82876333,177815.0,86936.636,2723.23897148,344943.86873932
2017-12-10,0.031317,0.032896,0.027887,0.028692,147319.083,1512950399999.0,4525.42022745,151851.0,77086.102,2366.49479366,346691.14620742
2017-12-11,0.028692,0.0312,0.026746,0.0307,161365.035,1513036799999.0,4568.05001634,148398.0,81756.659,2313.56403768,352449.85730046
2017-12-12,0.030701,0.04,0.029773,0.038,343528.145,1513123199999.0,11731.90530402,265861.0,159081.047,5418.00067975,396813.55146361
2017-12-13,0.038,0.044245,0.036052,0.04281,245846.142,1513209599999.0,9850.76234496,231326.0,120886.114,4838.95113108,413062.23910461
2017-12-14,0.042811,0.0465,0.0396,0.041549,313120.517,1513295999999.0,13483.96662078,305154.0,149946.839,6444.86517394,498596.7259526
2017-12-15,0.04155,0.04166,0.033501,0.038579,242164.913,1513382399999.0,9118.41046237,237823.0,122339.5,4601.40759313,469087.52809448
2017-12-16,0.038579,0.040898,0.0348,0.035561,231007.092,1513468799999.0,8723.59749337,201459.0,108347.822,4087.20210982,474585.69465775
2017-12-17,0.03556,0.038605,0.035532,0.037448,243293.263,1513555199999.0,8995.75914993,263590.0,119238.8,4410.51755387,492287.64610709
2017-12-18,0.037343,0.043112,0.036995,0.041569,317888.672,1513641599999.0,12440.51326809,310378.0,152524.82,5964.02605593,0.0
2017-12-19,0.04153,0.047,0.040957,0.046212,317638.758,1513727999999.0,14266.68078194,374718.0,146512.728,6584.42455713,0.0
2017-12-20,0.046229,0.049,0.044,0.048268,313914.69,1513814399999.0,14721.19208895,358044.0,145477.141,6824.66959122,0.0
2017-12-21,0.048266,0.0517,0.047601,0.05063,330898.373,1513900799999.0,16450.2950198,360595.0,156090.409,7763.09104182,0.0
2017-12-22,0.05058,0.051491,0.04534,0.047606,369569.077,1513987199999.0,17912.26488012,416572.0,176645.466,8562.47952539,0.0
2017-12-23,0.047601,0.049019,0.047498,0.04814,283169.619,1514073599999.0,13683.99015654,330930.0,137894.095,6667.02614855,0.0
2017-12-24,0.04814,0.049246,0.0477,0.048795,252967.984,1514159999999.0,12244.76984705,282446.0,125938.781,6100.47066258,0.0
2017-12-25,0.048765,0.054999,0.0487,0.052153,272863.301,1514246399999.0,14166.87369821,295182.0,129153.848,6711.69514013,0.0
2017-12-26,0.052059,0.0538,0.046282,0.047805,271857.642,1514332799999.0,13348.705531,318788.0,129506.572,6360.13356883,0.0
2017-12-27,0.047806,0.049,0.0463,0.047804,231755.636,1514419199999.0,11087.27692184,296215.0,112823.603,5397.3479757,0.0
2017-12-28,0.047804,0.0517,0.047584,0.049853,257969.986,1514505599999.0,12740.83676334,323540.0,122252.773,6039.37870263,0.0
2017-12-29,0.049883,0.052,0.0495,0.05102,299450.249,1514591999999.0,15195.01313765,390379.0,141626.81,7189.30080537,0.0
2017-12-30,0.051021,0.055301,0.05,0.055127,382154.486,1514678399999.0,20313.15967264,481478.0,182528.162,9708.82885956,0.0
2017-12-31,0.05506,0.055449,0.052309,0.053586,318642.663,1514764799999.0,17217.2440325,435082.0,152151.714,8223.09351585,0.0
2018-01-01,0.053586,0.0572,0.053401,0.056367,312440.757,1514851199999.0,17404.15888156,406017.0,150566.088,8389.50328492,0.0
2018-01-02,0.056368,0.066265,0.05104,0.058261,492006.759,1514937599999.0,30046.04448991,656785.0,234144.312,14291.85749229,0.0
2018-01-03,0.0583,0.06421,0.056449,0.0626,469486.617,1515023999999.0,27812.69661769,654095.0,217935.111,12922.2798503,0.0
2018-01-04,0.0626,0.07,0.060125,0.062236,595991.613,1515110399999.0,38477.31889398,872477.0,283608.904,18313.39141126,0.0
2018-01-05,0.062449,0.069758,0.054,0.056584,710527.221,1515196799999.0,44244.9907145,945045.0,345391.452,21479.25507307,0.0
2018-01-06,0.056579,0.063,0.055549,0.058817,511471.697,1515283199999.0,30446.50285902,614991.0,244856.69,14581.15614952,0.0
2018-01-07,0.058817,0.069811,0.058689,0.069313,471299.849,1515369599999.0,30710.6332811,615048.0,223526.909,14584.05743543,0.0
2018-01-08,0.069323,0.07948,0.069002,0.076015,540080.194,1515455999999.0,40467.47370361,688927.0,258326.292,19360.45550528,0.0
2018-01-09,0.076015,0.093,0.075956,0.08965,466451.409,1515542399999.0,38421.94600368,677708.0,225495.003,18597.66702093,0.0
2018-01-10,0.089659,0.101004,0.08282,0.083884,494668.021,1515628799999.0,46238.55391934,618149.0,233853.284,21865.00260812,0.0
2018-01-11,0.083881,0.092216,0.082987,0.08597,374525.355,1515715199999.0,33208.69252648,612704.0,177667.148,15755.04103109,0.0
2018-01-12,0.08597,0.092016,0.085,0.09132,193626.311,1515801599999.0,17305.15896708,331001.0,88931.152,7949.88762964,0.0
2018-01-13,0.09132,0.10051,0.08985,0.097617,343789.564,1515887999999.0,32536.64785539,650271.0,160656.339,15217.44613829,0.0
2018-01-14,0.097693,0.1,0.09555,0.09986,240883.298,1515974399999.0,23576.2999158,445204.0,115141.367,11274.95090222,0.0
2018-01-15,0.09986,0.101219,0.0895,0.09412,257713.865,1516060799999.0,24648.54797534,456674.0,120153.358,11488.96249312,0.0
2018-01-16,0.0941,0.095758,0.081,0.091855,343244.935,1516147199999.0,31268.62455293,493120.0,154262.003,14080.67058152,0.0
2018-01-17,0.091842,0.09378,0.083461,0.091219,373774.581,1516233599999.0,33097.10747481,674555.0,178779.083,15842.41509866,0.0
2018-01-18,0.091218,0.093,0.087938,0.090617,320324.082,1516319999999.0,28943.55979828,545604.0,149769.032,13541.41486181,0.0
2018-01-19,0.090617,0.093,0.09,0.090084,230596.472,1516406399999.0,20981.223895,413822.0,107861.514,9818.04970036,0.0
2018-01-20,0.09,0.091259,0.0879,0.09017,210464.87,1516492799999.0,18866.93904174,405752.0,104175.989,9342.01935097,0.0
2018-01-21,0.090158,0.0926,0.0892,0.091001,174311.959,1516579199999.0,15816.27662325,354598.0,87042.831,7901.27308192,0.0
2018-01-22,0.091001,0.09299,0.09052,0.092187,200912.515,1516665599999.0,18461.43603253,398304.0,95951.282,8821.60140648,0.0
2018-01-23,0.092276,0.092795,0.08928,0.090938,196525.728,1516751999999.0,17953.42086728,409917.0,92888.214,8489.6669004,0.0
2018-01-24,0.090938,0.09423,0.090338,0.093406,208910.962,1516838399999.0,19174.0349099,410643.0,100599.126,9236.6015492,0.0
2018-01-25,0.093499,0.095421,0.093,0.094292,126213.647,1516924799999.0,11905.95595628,233353.0,60565.927,5715.80663286,0.0
2018-01-26,0.094268,0.096933,0.09266,0.094828,173629.036,1517011199999.0,16476.66456653,343882.0,89893.097,8536.12146592,0.0
2018-01-27,0.094763,0.098,0.0945,0.097342,133169.039,1517097599999.0,12776.14498942,283840.0,60857.458,5838.74707338,0.0
2018-01-28,0.097433,0.105639,0.097105,0.105244,180711.078,1517183999999.0,18410.30170023,449131.0,84820.234,8631.03199125,0.0
