timestamp,open,high,low,close,symbol
2019-05-08,0.29000000,0.36000000,0.28810000,0.30870000,BATUSDC
2019-05-09,0.30850000,0.31960000,0.26800000,0.27780000,BATUSDC
2019-05-10,0.27700000,0.37910000,0.27640000,0.36080000,BATUSDC
2019-05-11,0.36030000,0.38180000,0.33000000,0.36410000,BATUSDC
2019-05-12,0.36560000,0.40250000,0.30500000,0.35260000,BATUSDC
2019-05-13,0.35270000,0.37870000,0.34000000,0.35500000,BATUSDC
2019-05-14,0.35440000,0.38000000,0.34000000,0.36800000,BATUSDC
2019-05-15,0.36840000,0.41050000,0.35990000,0.40990000,BATUSDC
2019-05-16,0.41350000,0.43000000,0.36150000,0.37770000,BATUSDC
2019-05-17,0.38150000,0.38150000,0.33170000,0.37130000,BATUSDC
2019-05-18,0.37480000,0.40500000,0.36200000,0.37380000,BATUSDC
2019-05-19,0.37540000,0.40200000,0.37070000,0.38440000,BATUSDC
2019-05-20,0.38220000,0.38220000,0.35140000,0.36380000,BATUSDC
2019-05-21,0.36430000,0.37990000,0.34680000,0.36810000,BATUSDC
2019-05-22,0.37000000,0.37280000,0.33290000,0.34010000,BATUSDC
2019-05-23,0.34110000,0.34910000,0.32310000,0.34910000,BATUSDC
2019-05-24,0.34990000,0.36310000,0.34000000,0.35260000,BATUSDC
2019-05-25,0.35210000,0.35960000,0.34500000,0.35010000,BATUSDC
2019-05-26,0.35120000,0.35980000,0.34000000,0.35510000,BATUSDC
2019-05-27,0.35380000,0.39000000,0.35370000,0.38150000,BATUSDC
2019-05-28,0.37810000,0.38180000,0.35910000,0.36910000,BATUSDC
2019-05-29,0.36800000,0.36920000,0.34100000,0.36000000,BATUSDC
2019-05-30,0.36210000,0.38500000,0.31100000,0.33650000,BATUSDC
2019-05-31,0.33440000,0.35180000,0.31600000,0.34700000,BATUSDC
2019-06-01,0.34730000,0.36440000,0.33020000,0.35610000,BATUSDC
2019-06-02,0.36000000,0.36930000,0.35210000,0.35780000,BATUSDC
2019-06-03,0.35580000,0.37600000,0.33450000,0.33640000,BATUSDC
2019-06-04,0.33590000,0.35710000,0.31620000,0.33070000,BATUSDC
2019-06-05,0.33120000,0.34220000,0.31620000,0.32610000,BATUSDC
2019-06-06,0.32960000,0.33370000,0.30970000,0.32620000,BATUSDC
2019-06-07,0.32840000,0.34930000,0.32660000,0.34100000,BATUSDC
2019-06-08,0.34270000,0.35290000,0.32840000,0.33670000,BATUSDC
2019-06-09,0.33990000,0.34610000,0.31160000,0.31860000,BATUSDC
2019-06-10,0.31840000,0.33670000,0.31220000,0.33380000,BATUSDC
2019-06-11,0.33390000,0.33410000,0.31910000,0.32520000,BATUSDC
2019-06-12,0.32610000,0.34000000,0.32510000,0.33310000,BATUSDC
2019-06-13,0.33570000,0.33800000,0.32310000,0.32560000,BATUSDC
2019-06-14,0.32630000,0.32780000,0.30980000,0.31800000,BATUSDC
2019-06-15,0.32150000,0.33750000,0.31760000,0.32950000,BATUSDC
2019-06-16,0.32950000,0.33750000,0.32000000,0.33440000,BATUSDC
2019-06-17,0.33670000,0.37000000,0.33460000,0.34500000,BATUSDC
2019-06-18,0.34500000,0.35820000,0.33600000,0.34950000,BATUSDC
2019-06-19,0.34530000,0.35470000,0.33980000,0.34020000,BATUSDC
2019-06-20,0.34090000,0.34370000,0.32170000,0.32800000,BATUSDC
2019-06-21,0.33010000,0.33380000,0.32450000,0.32500000,BATUSDC
2019-06-22,0.32610000,0.34000000,0.25820000,0.33030000,BATUSDC
2019-06-23,0.33180000,0.33670000,0.32000000,0.32400000,BATUSDC
2019-06-24,0.32000000,0.33260000,0.31860000,0.32110000,BATUSDC
2019-06-25,0.32350000,0.32610000,0.31220000,0.31220000,BATUSDC
2019-06-26,0.31250000,0.36440000,0.29500000,0.30480000,BATUSDC
2019-06-27,0.30270000,0.30900000,0.27280000,0.28410000,BATUSDC
2019-06-28,0.28700000,0.29960000,0.27590000,0.29420000,BATUSDC
2019-06-29,0.28970000,0.33000000,0.24160000,0.32570000,BATUSDC
2019-06-30,0.32580000,0.34840000,0.28800000,0.29070000,BATUSDC
2019-07-01,0.29770000,0.34900000,0.29040000,0.32880000,BATUSDC
2019-07-02,0.33380000,0.34870000,0.29780000,0.31930000,BATUSDC
2019-07-03,0.32150000,0.32380000,0.30310000,0.30930000,BATUSDC
2019-07-04,0.30930000,0.31350000,0.29180000,0.29320000,BATUSDC
2019-07-05,0.29190000,0.30350000,0.29000000,0.29400000,BATUSDC
2019-07-06,0.29480000,0.30240000,0.29070000,0.29420000,BATUSDC
2019-07-07,0.29530000,0.30670000,0.29050000,0.29980000,BATUSDC
2019-07-08,0.30050000,0.32240000,0.29630000,0.29740000,BATUSDC
2019-07-09,0.29910000,0.30450000,0.28860000,0.29750000,BATUSDC
2019-07-10,0.29850000,0.33480000,0.28350000,0.29640000,BATUSDC
