timestamp,open,high,low,close,volume,symbol
2020-08-28,48.88000000,53.00000000,45.52300000,47.52000000,36181.98200000,WNXMUSDT
2020-08-29,47.50300000,53.00000000,46.10000000,50.00000000,45821.41300000,WNXMUSDT
2020-08-30,50.00000000,78.50000000,49.25800000,75.42200000,426590.27900000,WNXMUSDT
2020-08-31,75.45800000,76.14400000,60.71200000,62.00000000,143647.56800000,WNXMUSDT
2020-09-01,61.88000000,75.89100000,61.60000000,72.46600000,185437.30100000,WNXMUSDT
2020-09-02,72.55900000,72.93500000,55.00000000,60.00700000,85395.59800000,WNXMUSDT
2020-09-03,60.17500000,61.22000000,40.00100000,45.48900000,85576.23400000,WNXMUSDT
2020-09-04,45.77900000,49.29000000,39.01900000,42.97600000,66142.48400000,WNXMUSDT
2020-09-05,42.60700000,45.76700000,30.57900000,34.38300000,80716.47100000,WNXMUSDT
2020-09-06,34.38000000,41.74700000,31.10000000,38.96000000,130743.07700000,WNXMUSDT
2020-09-07,39.04200000,42.88800000,34.17400000,40.29200000,103191.81000000,WNXMUSDT
2020-09-08,40.30000000,41.08800000,35.08800000,36.34800000,54788.24700000,WNXMUSDT
2020-09-09,36.37000000,40.50000000,35.15000000,38.58800000,82360.08000000,WNXMUSDT
2020-09-10,38.55000000,46.16000000,38.55000000,40.74900000,106289.55800000,WNXMUSDT
2020-09-11,40.66900000,49.23500000,39.26700000,48.53200000,97786.90300000,WNXMUSDT
2020-09-12,48.39600000,57.60000000,48.37000000,57.58000000,109100.02500000,WNXMUSDT
2020-09-13,57.58700000,61.00000000,44.45000000,52.30000000,132767.23000000,WNXMUSDT
2020-09-14,52.29800000,72.76300000,46.86900000,62.25700000,260659.82000000,WNXMUSDT
2020-09-15,62.46100000,67.30000000,47.30000000,49.90300000,224455.49300000,WNXMUSDT
2020-09-16,50.01500000,51.61600000,45.00000000,49.67300000,124801.17800000,WNXMUSDT
2020-09-17,49.70400000,54.63600000,46.50000000,48.47600000,116899.31100000,WNXMUSDT
2020-09-18,48.50400000,51.60000000,44.65000000,45.93300000,69748.56700000,WNXMUSDT
2020-09-19,46.15000000,47.21400000,41.25000000,42.51800000,79621.18500000,WNXMUSDT
2020-09-20,42.31300000,44.49900000,38.00000000,39.96500000,42772.78900000,WNXMUSDT
2020-09-21,39.82800000,41.88800000,34.02000000,38.32400000,78154.43600000,WNXMUSDT
2020-09-22,38.03400000,41.40900000,37.20000000,39.57800000,33340.08600000,WNXMUSDT
2020-09-23,39.57800000,40.00000000,35.01000000,35.36000000,36025.30000000,WNXMUSDT
2020-09-24,35.32800000,39.53000000,34.12100000,38.37300000,46164.71100000,WNXMUSDT
2020-09-25,38.40000000,40.56200000,36.00000000,39.69400000,31920.91600000,WNXMUSDT
2020-09-26,39.70400000,43.28400000,38.31500000,41.20000000,73035.47600000,WNXMUSDT
2020-09-27,41.13400000,42.52900000,37.81200000,38.60800000,33044.30100000,WNXMUSDT
2020-09-28,38.61500000,41.08700000,38.41000000,38.50000000,32038.71600000,WNXMUSDT
2020-09-29,38.50000000,39.09500000,36.68700000,38.65900000,34914.66900000,WNXMUSDT
2020-09-30,38.49100000,38.90800000,36.00000000,36.28600000,24122.90700000,WNXMUSDT
2020-10-01,36.49800000,38.15600000,32.86600000,34.25000000,40447.77100000,WNXMUSDT
2020-10-02,34.22000000,35.50000000,31.10000000,33.60100000,34923.29000000,WNXMUSDT
2020-10-03,33.60800000,33.60800000,32.20100000,32.37200000,10749.63500000,WNXMUSDT
2020-10-04,32.50800000,33.33200000,30.15300000,32.16500000,17027.67300000,WNXMUSDT
2020-10-05,32.15000000,33.27400000,31.34500000,31.50100000,12200.51100000,WNXMUSDT
2020-10-06,31.60000000,31.74000000,26.97500000,27.68900000,45420.19400000,WNXMUSDT
2020-10-07,27.69200000,29.00000000,26.21600000,28.65700000,23634.86000000,WNXMUSDT
2020-10-08,28.73400000,30.40000000,26.83000000,29.16500000,27801.29100000,WNXMUSDT
2020-10-09,29.16900000,33.49900000,28.57000000,33.35000000,35882.81900000,WNXMUSDT
2020-10-10,33.31800000,34.78900000,31.90000000,32.82900000,30014.97800000,WNXMUSDT
2020-10-11,32.82900000,33.20200000,32.00200000,32.54500000,9610.04900000,WNXMUSDT
2020-10-12,32.49900000,40.15000000,31.60400000,36.24600000,36492.02000000,WNXMUSDT
2020-10-13,36.21700000,36.33800000,34.40000000,35.53900000,10716.93600000,WNXMUSDT
2020-10-14,35.58400000,36.09200000,33.35400000,33.94600000,13547.92100000,WNXMUSDT
2020-10-15,33.94600000,34.01200000,31.88900000,32.05600000,8376.45200000,WNXMUSDT
2020-10-16,31.91200000,32.01500000,29.00000000,29.55300000,22834.59300000,WNXMUSDT
2020-10-17,29.60900000,30.48600000,29.31600000,29.44800000,7464.79800000,WNXMUSDT
2020-10-18,29.40700000,31.77400000,29.40700000,29.64300000,16203.52400000,WNXMUSDT
2020-10-19,29.67400000,30.13600000,28.36300000,28.93900000,10415.07300000,WNXMUSDT
2020-10-20,29.01800000,29.50000000,24.70100000,25.02900000,24984.48700000,WNXMUSDT
2020-10-21,24.93300000,28.48800000,24.86200000,26.27200000,23040.99300000,WNXMUSDT
2020-10-22,26.27200000,30.09700000,26.20000000,29.12200000,36658.47100000,WNXMUSDT
2020-10-23,29.11300000,29.50600000,27.15000000,27.83800000,12439.67100000,WNXMUSDT
2020-10-24,27.78900000,29.30000000,27.67300000,28.26600000,8021.65900000,WNXMUSDT
2020-10-25,28.27500000,28.61500000,27.08400000,27.49500000,14379.90000000,WNXMUSDT
2020-10-26,27.37700000,27.70700000,25.47400000,27.21100000,16066.00800000,WNXMUSDT
2020-10-27,27.21700000,28.20600000,25.81100000,26.38600000,14879.44600000,WNXMUSDT
2020-10-28,26.38600000,27.02700000,23.90300000,24.43700000,17054.31600000,WNXMUSDT
2020-10-29,24.52500000,25.39200000,22.59900000,22.95100000,21702.69900000,WNXMUSDT
2020-10-30,22.95500000,23.50300000,20.63000000,21.16900000,28862.49400000,WNXMUSDT
2020-10-31,21.14100000,22.80000000,20.95400000,21.14900000,16727.43000000,WNXMUSDT
2020-11-01,21.07600000,22.31800000,20.95700000,21.89900000,10553.16400000,WNXMUSDT
2020-11-02,21.96700000,22.72300000,19.62800000,20.07100000,33212.35800000,WNXMUSDT
2020-11-03,20.01800000,20.78000000,18.30000000,18.95000000,45924.85900000,WNXMUSDT
2020-11-04,19.00000000,19.23100000,17.96100000,18.85400000,37770.69000000,WNXMUSDT
2020-11-05,18.85800000,20.23700000,18.41200000,19.75600000,38213.84000000,WNXMUSDT
2020-11-06,19.81600000,22.52400000,19.67600000,22.12700000,72747.23100000,WNXMUSDT
2020-11-07,22.12200000,24.05700000,19.21400000,20.69200000,115046.18200000,WNXMUSDT
2020-11-08,20.67800000,22.58000000,20.48600000,21.42600000,23244.83400000,WNXMUSDT
2020-11-09,21.52200000,23.10800000,20.95400000,21.44600000,41247.85200000,WNXMUSDT
2020-11-10,21.34100000,23.73000000,21.20900000,22.60000000,64602.27800000,WNXMUSDT
2020-11-11,22.65300000,24.84900000,22.60000000,23.04700000,78024.22300000,WNXMUSDT
2020-11-12,22.95000000,24.29400000,21.88900000,23.09200000,41699.06600000,WNXMUSDT
2020-11-13,23.12300000,24.88700000,22.57300000,23.18600000,55577.12500000,WNXMUSDT
2020-11-14,23.18600000,23.97000000,22.01000000,22.63300000,24541.36000000,WNXMUSDT
2020-11-15,22.59100000,24.92000000,22.22500000,23.31100000,118099.43400000,WNXMUSDT
2020-11-16,23.37500000,26.87000000,22.60000000,25.83000000,114303.30700000,WNXMUSDT
2020-11-17,25.83800000,28.00000000,25.81700000,27.16500000,81364.82000000,WNXMUSDT
2020-11-18,27.10800000,27.86000000,24.58300000,25.86200000,81329.16100000,WNXMUSDT
2020-11-19,25.83500000,26.41900000,24.39400000,24.90000000,26435.36800000,WNXMUSDT
2020-11-20,24.96400000,27.40000000,24.77900000,26.42200000,39121.67900000,WNXMUSDT
2020-11-21,26.38200000,28.60000000,26.00000000,27.60000000,49415.88600000,WNXMUSDT
2020-11-22,27.59900000,28.30700000,25.56000000,27.04800000,50069.74400000,WNXMUSDT
2020-11-23,27.04800000,28.88100000,26.53700000,27.03000000,109055.98400000,WNXMUSDT
2020-11-24,27.02900000,28.00100000,24.60500000,25.73400000,122659.67600000,WNXMUSDT
2020-11-25,25.71900000,26.37300000,22.99400000,23.09500000,107609.68100000,WNXMUSDT
2020-11-26,23.09500000,23.88000000,18.27600000,20.46700000,176895.62100000,WNXMUSDT
2020-11-27,20.53900000,21.25600000,19.05000000,19.89100000,31488.48200000,WNXMUSDT
2020-11-28,19.89900000,21.75200000,19.78200000,21.16500000,41244.21800000,WNXMUSDT
2020-11-29,21.08600000,22.13300000,20.45300000,22.09900000,25360.32400000,WNXMUSDT
2020-11-30,22.06500000,23.00000000,21.16000000,22.75100000,60699.16500000,WNXMUSDT
2020-12-01,22.78400000,22.85100000,20.01000000,20.89500000,50526.06200000,WNXMUSDT
2020-12-02,20.92300000,23.98900000,20.34000000,22.17700000,81256.23600000,WNXMUSDT
2020-12-03,22.17700000,23.51700000,22.10500000,22.94600000,30905.64500000,WNXMUSDT
2020-12-04,22.99200000,23.50000000,20.73500000,21.18800000,33328.54200000,WNXMUSDT
2020-12-05,21.18800000,22.69200000,20.81400000,22.15200000,36236.64300000,WNXMUSDT
2020-12-06,22.19800000,23.39900000,21.56100000,22.75100000,30907.35300000,WNXMUSDT
2020-12-07,22.75500000,23.30000000,21.70300000,22.72700000,33378.48100000,WNXMUSDT
2020-12-08,22.70700000,22.85700000,19.30100000,19.60800000,82885.97100000,WNXMUSDT
2020-12-09,19.61800000,20.51500000,18.96000000,20.50500000,45230.50400000,WNXMUSDT
2020-12-10,20.54100000,20.54600000,18.29700000,18.47400000,54378.99800000,WNXMUSDT
2020-12-11,18.47300000,19.49000000,17.49300000,18.78100000,35735.32900000,WNXMUSDT
2020-12-12,18.78100000,19.96700000,18.76800000,19.42200000,17821.16300000,WNXMUSDT
2020-12-13,19.45000000,19.89100000,18.97100000,19.54000000,20585.94800000,WNXMUSDT
2020-12-14,19.54500000,19.55500000,16.00000000,17.49800000,390547.01500000,WNXMUSDT
2020-12-15,17.49800000,18.00000000,16.10000000,16.80000000,180207.11000000,WNXMUSDT
2020-12-16,16.79600000,17.23500000,15.79300000,17.13100000,162004.87800000,WNXMUSDT
2020-12-17,17.19800000,18.60000000,16.81800000,17.28800000,173902.33300000,WNXMUSDT
2020-12-18,17.30400000,18.18500000,16.98700000,17.99800000,71505.58000000,WNXMUSDT
2020-12-19,17.99700000,18.55000000,17.71000000,17.97100000,58539.39800000,WNXMUSDT
2020-12-20,17.92100000,18.33900000,17.28900000,17.88100000,72633.00400000,WNXMUSDT
2020-12-21,17.87600000,18.34000000,16.90000000,16.93800000,45835.70800000,WNXMUSDT
2020-12-22,16.93800000,18.00000000,16.49000000,17.40800000,40386.22800000,WNXMUSDT
2020-12-23,17.40800000,17.60100000,15.00000000,16.04800000,50891.76400000,WNXMUSDT
2020-12-24,16.07400000,16.67000000,15.76700000,16.45200000,79071.68900000,WNXMUSDT
2020-12-25,16.43100000,16.85000000,16.17500000,16.71700000,19500.44800000,WNXMUSDT
2020-12-26,16.69800000,16.77500000,16.10100000,16.43900000,32486.17600000,WNXMUSDT
2020-12-27,16.43700000,17.58800000,16.21800000,17.01200000,24439.14100000,WNXMUSDT
2020-12-28,17.08600000,20.22000000,16.97400000,17.58600000,83318.65900000,WNXMUSDT
2020-12-29,17.56900000,19.21400000,15.79200000,18.95000000,72592.05100000,WNXMUSDT
2020-12-30,18.95100000,24.36600000,18.14300000,22.00400000,129752.43300000,WNXMUSDT
2020-12-31,22.10900000,23.55400000,20.34800000,23.06700000,71205.68500000,WNXMUSDT
2021-01-01,23.08700000,24.20000000,21.53200000,23.69800000,33452.24000000,WNXMUSDT
