timestamp,open,high,low,close
2017-09-22,0.00310000,0.00330000,0.00288800,0.00315810
2017-09-23,0.00315770,0.00323000,0.00271510,0.00271510
2017-09-24,0.00271510,0.00313960,0.00258880,0.00270050
2017-09-25,0.00270060,0.00289900,0.00230000,0.00269800
2017-09-26,0.00268580,0.00270000,0.00241000,0.00241000
2017-09-27,0.00268990,0.00287980,0.00223000,0.00234000
2017-09-28,0.00245990,0.00249770,0.00190080,0.00238000
2017-09-29,0.00235000,0.00249990,0.00226120,0.00226120
2017-09-30,0.00238830,0.00238840,0.00200150,0.00210000
2017-10-01,0.00205000,0.00230000,0.00182000,0.00216240
2017-10-02,0.00210000,0.00280000,0.00198300,0.00245010
2017-10-03,0.00264520,0.00297090,0.00231020,0.00261900
2017-10-04,0.00261060,0.00261070,0.00192010,0.00225770
2017-10-05,0.00226100,0.00238600,0.00200000,0.00234390
2017-10-06,0.00232380,0.00232680,0.00198390,0.00200000
2017-10-07,0.00200000,0.00222860,0.00185200,0.00199770
2017-10-08,0.00200000,0.00200000,0.00150000,0.00162000
2017-10-09,0.00162000,0.00187930,0.00148890,0.00187930
2017-10-10,0.00187930,0.00230000,0.00172460,0.00203770
2017-10-11,0.00203870,0.00222190,0.00191380,0.00205300
2017-10-12,0.00205310,0.00215980,0.00193210,0.00205920
2017-10-13,0.00203770,0.00208000,0.00162000,0.00166000
2017-10-14,0.00166000,0.00187200,0.00165490,0.00169930
2017-10-15,0.00179790,0.00187860,0.00166450,0.00176800
2017-10-16,0.00180000,0.00180000,0.00166550,0.00174000
2017-10-17,0.00173000,0.00184960,0.00170000,0.00179000
2017-10-18,0.00178640,0.00192110,0.00175420,0.00191630
2017-10-19,0.00185710,0.00300000,0.00181380,0.00250150
2017-10-20,0.00253150,0.00278000,0.00213900,0.00229120
2017-10-21,0.00230760,0.00243900,0.00210650,0.00241280
2017-10-22,0.00220610,0.00260000,0.00220000,0.00250750
2017-10-23,0.00250750,0.00314990,0.00240000,0.00304010
2017-10-24,0.00307480,0.00315000,0.00282350,0.00292890
2017-10-25,0.00302610,0.00302660,0.00267900,0.00286990
2017-10-26,0.00284900,0.00336990,0.00271400,0.00308850
2017-10-27,0.00309930,0.00309950,0.00282470,0.00300070
2017-10-28,0.00305160,0.00315860,0.00294510,0.00303990
2017-10-29,0.00303980,0.00304490,0.00284000,0.00289370
2017-10-30,0.00289280,0.00299980,0.00273000,0.00276710
2017-10-31,0.00276670,0.00288670,0.00250510,0.00250950
2017-11-01,0.00250500,0.00259980,0.00210000,0.00232590
2017-11-02,0.00232670,0.00299000,0.00219000,0.00292970
2017-11-03,0.00280000,0.00357700,0.00245500,0.00278650
2017-11-04,0.00277760,0.00300000,0.00267000,0.00274400
2017-11-05,0.00269040,0.00292990,0.00254200,0.00270000
2017-11-06,0.00272010,0.00289960,0.00259550,0.00278330
2017-11-07,0.00278340,0.00308270,0.00278330,0.00297990
2017-11-08,0.00288260,0.00346790,0.00279990,0.00319970
2017-11-09,0.00319310,0.00334980,0.00310120,0.00318470
2017-11-10,0.00324280,0.00340000,0.00300010,0.00327980
2017-11-11,0.00327980,0.00355000,0.00318130,0.00323480
2017-11-12,0.00319500,0.00349020,0.00298000,0.00304920
2017-11-13,0.00308100,0.00357700,0.00307260,0.00350010
2017-11-14,0.00350010,0.00380000,0.00327000,0.00369910
2017-11-15,0.00369910,0.00399950,0.00361020,0.00397000
2017-11-16,0.00390000,0.00439990,0.00390000,0.00400010
2017-11-17,0.00395000,0.00437440,0.00392370,0.00410150
2017-11-18,0.00411010,0.00417320,0.00380000,0.00387920
2017-11-19,0.00387990,0.00415480,0.00358110,0.00401790
2017-11-20,0.00397820,0.00599990,0.00392000,0.00485000
2017-11-21,0.00492480,0.00540000,0.00450000,0.00470010
2017-11-22,0.00470010,0.00518690,0.00440010,0.00449590
2017-11-23,0.00449590,0.00454990,0.00360000,0.00371420
2017-11-24,0.00373290,0.00399880,0.00330020,0.00330020
2017-11-25,0.00330690,0.00374000,0.00326570,0.00362150
2017-11-26,0.00370460,0.00390000,0.00360620,0.00360640
2017-11-27,0.00360000,0.00387120,0.00335490,0.00352040
2017-11-28,0.00351860,0.00366900,0.00335920,0.00343000
2017-11-29,0.00340000,0.00343990,0.00254950,0.00320000
2017-11-30,0.00316870,0.00356590,0.00293900,0.00335860
2017-12-01,0.00335860,0.00389990,0.00330370,0.00350500
2017-12-02,0.00350180,0.00350500,0.00315810,0.00326310
2017-12-03,0.00326310,0.00335440,0.00304130,0.00323450
2017-12-04,0.00323450,0.00344000,0.00305000,0.00343480
2017-12-05,0.00340050,0.00343480,0.00320560,0.00334580
2017-12-06,0.00335340,0.00345000,0.00293980,0.00335000
2017-12-07,0.00335000,0.00365960,0.00285230,0.00300930
2017-12-08,0.00297730,0.00347920,0.00287590,0.00318020
2017-12-09,0.00321380,0.00328430,0.00274910,0.00301000
2017-12-10,0.00301740,0.00312970,0.00271010,0.00280010
2017-12-11,0.00280030,0.00355000,0.00000030,0.00265350
2017-12-12,0.00265350,0.00270790,0.00181780,0.00199000
2017-12-13,0.00198780,0.00221390,0.00164000,0.00180230
2017-12-14,0.00177810,0.00222000,0.00167010,0.00203020
2017-12-15,0.00208910,0.00221980,0.00190560,0.00199990
2017-12-16,0.00199990,0.00215810,0.00185030,0.00194080
2017-12-17,0.00193000,0.00244920,0.00190100,0.00218000
2017-12-18,0.00218000,0.00300000,0.00203830,0.00263490
2017-12-19,0.00263490,0.00288990,0.00225540,0.00248320
2017-12-20,0.00252000,0.00325000,0.00233010,0.00322470
2017-12-21,0.00311440,0.00422130,0.00297780,0.00407000
2017-12-22,0.00407010,0.00437210,0.00337680,0.00413770
2017-12-23,0.00413670,0.00462080,0.00370000,0.00435130
2017-12-24,0.00435130,0.00459480,0.00400000,0.00420000
2017-12-25,0.00420000,0.00429510,0.00340020,0.00342970
2017-12-26,0.00351320,0.00387850,0.00293350,0.00337880
2017-12-27,0.00338090,0.00379880,0.00294280,0.00331180
2017-12-28,0.00339530,0.00362580,0.00312190,0.00349840
2017-12-29,0.00352940,0.00390530,0.00330180,0.00352180
2017-12-30,0.00352220,0.00367900,0.00321760,0.00353930
2017-12-31,0.00353930,0.00409760,0.00347840,0.00391000
2018-01-01,0.00389360,0.00535690,0.00387760,0.00509810
2018-01-02,0.00509820,0.00576000,0.00420000,0.00528260
2018-01-03,0.00530600,0.00718270,0.00490990,0.00662160
2018-01-04,0.00667820,0.00734920,0.00580000,0.00693900
2018-01-05,0.00693900,0.01360000,0.00597270,0.00966340
2018-01-06,0.00966400,0.01025530,0.00835180,0.00889610
2018-01-07,0.00889610,0.01067840,0.00852760,0.00997960
2018-01-08,0.00997910,0.00997910,0.00786020,0.00848970
2018-01-09,0.00848960,0.00900380,0.00662200,0.00708610
2018-01-10,0.00708500,0.00772990,0.00577640,0.00772400
2018-01-11,0.00762000,0.00762000,0.00600000,0.00675850
2018-01-12,0.00675820,0.00720000,0.00625000,0.00633020
2018-01-13,0.00633500,0.00677880,0.00536110,0.00582990
2018-01-14,0.00593240,0.00593240,0.00428320,0.00512010
2018-01-15,0.00513100,0.00564000,0.00449710,0.00503560
2018-01-16,0.00495340,0.00652000,0.00408990,0.00617690
2018-01-17,0.00617690,0.00701990,0.00565440,0.00701880
2018-01-18,0.00701880,0.00739450,0.00660000,0.00688710
2018-01-19,0.00688370,0.00695000,0.00635000,0.00652030
2018-01-20,0.00652030,0.00668980,0.00600000,0.00638840
2018-01-21,0.00632520,0.00636270,0.00583010,0.00601010
