timestamp,open,high,low,close,symbol
2021-02-09,0.05617000,0.21000000,0.04281000,0.05109000,DOGEGBP
2021-02-10,0.05079000,0.06000000,0.04871000,0.05279000,DOGEGBP
2021-02-11,0.05291000,0.05483000,0.04939000,0.05084000,DOGEGBP
2021-02-12,0.05084000,0.05299000,0.04395000,0.05067000,DOGEGBP
2021-02-13,0.05085000,0.05218000,0.04791000,0.04873000,DOGEGBP
