timestamp,open,high,low,close,symbol
2019-03-22,0.03000000,0.03000000,0.00854600,0.00855700,IOSTUSDT
2019-03-23,0.00855700,0.00891300,0.00840000,0.00882900,IOSTUSDT
2019-03-24,0.00883300,0.00884200,0.00836200,0.00856100,IOSTUSDT
2019-03-25,0.00856000,0.00859100,0.00796700,0.00813800,IOSTUSDT
2019-03-26,0.00813600,0.00849500,0.00787100,0.00825200,IOSTUSDT
2019-03-27,0.00824300,0.00888400,0.00818100,0.00861700,IOSTUSDT
2019-03-28,0.00861700,0.00881300,0.00843500,0.00870600,IOSTUSDT
2019-03-29,0.00869900,0.01050000,0.00869900,0.01035900,IOSTUSDT
2019-03-30,0.01037400,0.01039500,0.00957200,0.00976000,IOSTUSDT
2019-03-31,0.00976100,0.01000500,0.00941200,0.00988700,IOSTUSDT
2019-04-01,0.00989100,0.01170000,0.00980000,0.01140300,IOSTUSDT
2019-04-02,0.01140400,0.01320200,0.01137500,0.01248200,IOSTUSDT
2019-04-03,0.01248200,0.01490900,0.01179200,0.01343200,IOSTUSDT
2019-04-04,0.01347000,0.01685600,0.01319500,0.01642100,IOSTUSDT
2019-04-05,0.01642100,0.01860000,0.01581000,0.01802100,IOSTUSDT
2019-04-06,0.01797900,0.01832200,0.01610300,0.01664000,IOSTUSDT
2019-04-07,0.01654600,0.01705000,0.01562300,0.01624900,IOSTUSDT
2019-04-08,0.01616800,0.01760000,0.01428100,0.01513600,IOSTUSDT
2019-04-09,0.01517800,0.01541700,0.01425800,0.01503700,IOSTUSDT
2019-04-10,0.01507100,0.01602600,0.01429200,0.01516700,IOSTUSDT
2019-04-11,0.01515400,0.01517000,0.01214100,0.01309000,IOSTUSDT
2019-04-12,0.01305000,0.01355500,0.01210000,0.01317400,IOSTUSDT
2019-04-13,0.01316500,0.01414600,0.01303000,0.01355000,IOSTUSDT
2019-04-14,0.01349900,0.01390000,0.01311000,0.01390000,IOSTUSDT
2019-04-15,0.01390000,0.01397400,0.01220400,0.01264000,IOSTUSDT
2019-04-16,0.01263000,0.01307500,0.01225800,0.01295400,IOSTUSDT
2019-04-17,0.01294300,0.01320000,0.01244300,0.01288700,IOSTUSDT
2019-04-18,0.01285000,0.01322300,0.01259000,0.01281800,IOSTUSDT
2019-04-19,0.01280400,0.01280400,0.01220400,0.01245200,IOSTUSDT
2019-04-20,0.01247200,0.01392400,0.01230500,0.01365400,IOSTUSDT
2019-04-21,0.01361500,0.01431800,0.01242000,0.01380000,IOSTUSDT
2019-04-22,0.01380000,0.01389000,0.01304900,0.01337900,IOSTUSDT
2019-04-23,0.01340200,0.01365000,0.01195000,0.01202100,IOSTUSDT
2019-04-24,0.01200300,0.01217300,0.01036500,0.01146000,IOSTUSDT
2019-04-25,0.01138100,0.01160000,0.01010600,0.01025500,IOSTUSDT
2019-04-26,0.01025500,0.01109900,0.00981800,0.01072500,IOSTUSDT
2019-04-27,0.01071800,0.01183200,0.01062300,0.01170300,IOSTUSDT
2019-04-28,0.01171500,0.01203100,0.01060500,0.01086400,IOSTUSDT
2019-04-29,0.01084900,0.01136700,0.01011000,0.01097000,IOSTUSDT
2019-04-30,0.01098500,0.01142500,0.01058900,0.01133300,IOSTUSDT
2019-05-01,0.01132000,0.01153600,0.01121600,0.01133900,IOSTUSDT
2019-05-02,0.01136100,0.01169400,0.01103700,0.01131300,IOSTUSDT
2019-05-03,0.01131200,0.01192500,0.01116500,0.01159400,IOSTUSDT
2019-05-04,0.01158900,0.01195000,0.01028200,0.01081500,IOSTUSDT
2019-05-05,0.01081400,0.01130100,0.01062400,0.01081300,IOSTUSDT
2019-05-06,0.01080300,0.01118000,0.01040000,0.01092700,IOSTUSDT
2019-05-07,0.01092600,0.01222000,0.01092600,0.01106400,IOSTUSDT
2019-05-08,0.01103100,0.01182300,0.01061800,0.01121000,IOSTUSDT
2019-05-09,0.01121000,0.01203400,0.01100000,0.01155500,IOSTUSDT
2019-05-10,0.01156900,0.01237200,0.01120800,0.01198100,IOSTUSDT
2019-05-11,0.01200400,0.01367100,0.01197000,0.01312200,IOSTUSDT
2019-05-12,0.01310500,0.01428500,0.01211500,0.01268600,IOSTUSDT
2019-05-13,0.01269600,0.01342400,0.01244700,0.01271200,IOSTUSDT
2019-05-14,0.01269500,0.01382600,0.01262200,0.01346800,IOSTUSDT
2019-05-15,0.01335700,0.01481000,0.01327300,0.01451500,IOSTUSDT
2019-05-16,0.01451500,0.01541700,0.01280000,0.01333700,IOSTUSDT
2019-05-17,0.01333100,0.01349000,0.01136000,0.01229600,IOSTUSDT
2019-05-18,0.01227600,0.01247600,0.01147400,0.01180700,IOSTUSDT
2019-05-19,0.01183200,0.01268800,0.01177000,0.01238500,IOSTUSDT
2019-05-20,0.01236500,0.01266600,0.01163400,0.01206100,IOSTUSDT
2019-05-21,0.01200200,0.01316900,0.01188000,0.01292000,IOSTUSDT
2019-05-22,0.01287700,0.01308900,0.01143600,0.01150000,IOSTUSDT
2019-05-23,0.01152300,0.01198100,0.01110500,0.01171400,IOSTUSDT
2019-05-24,0.01178200,0.01245400,0.01172300,0.01206700,IOSTUSDT
2019-05-25,0.01208400,0.01230000,0.01182300,0.01215200,IOSTUSDT
2019-05-26,0.01216400,0.01297600,0.01195100,0.01291600,IOSTUSDT
2019-05-27,0.01288300,0.01437900,0.01280900,0.01390200,IOSTUSDT
2019-05-28,0.01390200,0.01460000,0.01331400,0.01368800,IOSTUSDT
2019-05-29,0.01371700,0.01410000,0.01290900,0.01351500,IOSTUSDT
2019-05-30,0.01351100,0.01482900,0.01257200,0.01284000,IOSTUSDT
2019-05-31,0.01280400,0.01345700,0.01270300,0.01331600,IOSTUSDT
2019-06-01,0.01331700,0.01353000,0.01265000,0.01274900,IOSTUSDT
2019-06-02,0.01278700,0.01330000,0.01271800,0.01294700,IOSTUSDT
2019-06-03,0.01293600,0.01299700,0.01157700,0.01166300,IOSTUSDT
2019-06-04,0.01166400,0.01228900,0.01062300,0.01108700,IOSTUSDT
2019-06-05,0.01108700,0.01149000,0.01077500,0.01112400,IOSTUSDT
2019-06-06,0.01111000,0.01133900,0.01000000,0.01106600,IOSTUSDT
2019-06-07,0.01106500,0.01170000,0.01095500,0.01140000,IOSTUSDT
2019-06-08,0.01140000,0.01187900,0.01120000,0.01138100,IOSTUSDT
2019-06-09,0.01135300,0.01146000,0.01050100,0.01085700,IOSTUSDT
2019-06-10,0.01083200,0.01211100,0.01065900,0.01165700,IOSTUSDT
2019-06-11,0.01165700,0.01167200,0.01094400,0.01131800,IOSTUSDT
2019-06-12,0.01128500,0.01160700,0.01111400,0.01149200,IOSTUSDT
2019-06-13,0.01148200,0.01177100,0.01136500,0.01153400,IOSTUSDT
2019-06-14,0.01153700,0.01186000,0.01103500,0.01152200,IOSTUSDT
2019-06-15,0.01149300,0.01180000,0.01128800,0.01162900,IOSTUSDT
2019-06-16,0.01163600,0.01179300,0.01140600,0.01171800,IOSTUSDT
2019-06-17,0.01172200,0.01335200,0.01170600,0.01299900,IOSTUSDT
2019-06-18,0.01298200,0.01305000,0.01164300,0.01205400,IOSTUSDT
2019-06-19,0.01210300,0.01217000,0.01189600,0.01205900,IOSTUSDT
2019-06-20,0.01203200,0.01253600,0.01152100,0.01171600,IOSTUSDT
2019-06-21,0.01172000,0.01204200,0.01134800,0.01164000,IOSTUSDT
2019-06-22,0.01159300,0.01253000,0.01144600,0.01222700,IOSTUSDT
2019-06-23,0.01218300,0.01269400,0.01196700,0.01216600,IOSTUSDT
2019-06-24,0.01215900,0.01386400,0.01170300,0.01312000,IOSTUSDT
2019-06-25,0.01315700,0.01439900,0.01308600,0.01406200,IOSTUSDT
2019-06-26,0.01405200,0.01514200,0.01303800,0.01359900,IOSTUSDT
2019-06-27,0.01359900,0.01365700,0.01175300,0.01225600,IOSTUSDT
2019-06-28,0.01225600,0.01334700,0.01219500,0.01307100,IOSTUSDT
2019-06-29,0.01307200,0.01390500,0.01276900,0.01375500,IOSTUSDT
2019-06-30,0.01374700,0.01384900,0.01239000,0.01254400,IOSTUSDT
2019-07-01,0.01259000,0.01308900,0.01172100,0.01247100,IOSTUSDT
2019-07-02,0.01248400,0.01250700,0.01170000,0.01215200,IOSTUSDT
2019-07-03,0.01217700,0.01298500,0.01204600,0.01282300,IOSTUSDT
2019-07-04,0.01283000,0.01286000,0.01200100,0.01210400,IOSTUSDT
2019-07-05,0.01209000,0.01231700,0.01193600,0.01217600,IOSTUSDT
2019-07-06,0.01213000,0.01450000,0.01213000,0.01303000,IOSTUSDT
2019-07-07,0.01301700,0.01343000,0.01271100,0.01313900,IOSTUSDT
2019-07-08,0.01311700,0.01372800,0.01290600,0.01338400,IOSTUSDT
2019-07-09,0.01337900,0.01348900,0.01231000,0.01245600,IOSTUSDT
2019-07-10,0.01247500,0.01262300,0.01035700,0.01128100,IOSTUSDT
2019-07-11,0.01127000,0.01253700,0.00915000,0.00944800,IOSTUSDT
2019-07-12,0.00947100,0.00988400,0.00890700,0.00974800,IOSTUSDT
2019-07-13,0.00976100,0.00977100,0.00890000,0.00931500,IOSTUSDT
2019-07-14,0.00932200,0.00950900,0.00732100,0.00747200,IOSTUSDT
2019-07-15,0.00746700,0.00785200,0.00689700,0.00760100,IOSTUSDT
2019-07-16,0.00764200,0.00793700,0.00658000,0.00666700,IOSTUSDT
2019-07-17,0.00667800,0.00728600,0.00623000,0.00691500,IOSTUSDT
2019-07-18,0.00691800,0.00755000,0.00664400,0.00737000,IOSTUSDT
2019-07-19,0.00742300,0.00751200,0.00718900,0.00735300,IOSTUSDT
2019-07-20,0.00736700,0.00969500,0.00736300,0.00916900,IOSTUSDT
2019-07-21,0.00916900,0.00966300,0.00872800,0.00918500,IOSTUSDT
2019-07-22,0.00920800,0.00935000,0.00838600,0.00868400,IOSTUSDT
2019-07-23,0.00868800,0.00882900,0.00800800,0.00813600,IOSTUSDT
2019-07-24,0.00811100,0.00868800,0.00778900,0.00841800,IOSTUSDT
